ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Max Nameplate Output Current (A),Input Voltage (V),Maximum Output Power (kW),Number of Outputs,Maximum Output Cord Length (ft.),Output Cord Gauge (AWG),"Screen Area, if EVSE has high res display (in2)",Maximum (100%) Measured Luminance of the High Res Display (candelas per m2),Automatic Brightness Control (ABC) Capable?,Connected Capable,DR Protocol,Connects Using,Protocols Used to Support Smart Charging,Network Security Standards,Is Broadband Internet Connection Needed for Demand Response?,Auxiliary Product Features,Product Features,Network Capability,Network Connection Types Available,No Vehicle Mode Input Power (watts),No Vehicle Mode Total Allowance (watts),No Vehicle Mode Power Factor,Partial On Mode Input Power (watts),Partial On Mode Total Allowance (watts),Partial On Mode Power Factor,Idle Mode Input Power (watts),Idle Mode Total Allowance (watts),Idle Mode Power Factor,Full Current Operation Mode Test: Total Loss (watts),30 A Operation Mode Test: Total Loss (watts),15 A Operation Mode Test: Total Loss (watts),4 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: No Vehicle Mode Input Power (watts),Dual Input No Vehicle Mode Total Allowance (watts),Dual Input Level 2: No Vehicle Mode Power Factor,Dual Input Level 2: Partial On Mode Input Power (watts),Dual Input Partial On Mode Total Allowance (watts),Dual Input Level 2:  Partial On Mode Power Factor,Dual Input Level 2:  Idle Mode Input Power (watts),Dual Input Idle Mode Total Allowance (watts),Dual Input Level 2:  Idle Mode Power Factor,Dual Input Level 2: Full Current Operation Mode Test: Total Loss (watts),Dual Input Level 2: 30 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: 15 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: 4 A Operation Mode Test: Total Loss (watts),Date Available on Market,Date Certified,Markets,CB Model Identifier
2407893,Trivial LLC (DBA: The Trivial Company),The Trivial Company,TEV10/32A/WF-RF,TEV10/32A/WF-RF,,,Level 2,32,240,7.68,1,18,10,7.93,52.2,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.9,4.42,0.29,4.15,4.42,0.3,5.43,17.22,0.34,32,31,17,10,,,,,,,,,,,,,,02/06/2023,02/06/2023,"United States, Canada",ES_1148599_TEV10/32A/WF-RF_12292022134100_1431238
2394001,Turnongreen Inc.,Turnongreen,ELECTRIC VEHICLE SUPPLY EQUIPMENT,CPEVAC-11KW-J17-W,",CPEVAC-11KW-J17-WG,",,Level 2,48,240,11.52,1,18,7,10.77,295.2,No,,,Wi-Fi,SAE J1772,,No,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",4.27,4.81,0.33,4.27,4.81,0.33,6.53,24,0.37,10,4,2,1,,,,,,,,,,,,,,03/17/2022,03/17/2022,"United States, Canada",ES_1147104_CPEVAC-11KW-J17-W_03232022142350_1010101
2395798,Turnongreen Inc.,Turnongreen,CEVAC-7KW-S24-TD,CEVAC-7KW-S24-TD,",CEVAC-7KW-J17-S18,; ,CEVAC-7KW-S18-TD,",,Level 2,32,240,7.68,1,24,10,7.93,50.31,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.53,4.42,0.29,3.75,4.42,0.31,6.64,17.22,0.39,79,68,21,7,,,,,,,,,,,,,,05/12/2022,05/12/2022,"United States, Canada",ES_1147104_CEVAC-7KW-S24-TD_05102022092625_633355
2378449,United Chargers Inc.,United Chargers Inc,Grizzl-E Smart,GRS-14-24-P,",GRS-14-24-AB,; ,GRS-14-24-PB,; ,GRS-14-24-PC,; ,GRS-6-24-P,; ,GRS-6-24-PB,",,Level 2,40,240,9.6,1,24,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.33,3.6,0.33,2.38,3.6,0.34,5.2,19.6,0.43,91.99,54.12,17.14,5.83,,,,,,,,,,,,,,05/26/2021,05/26/2021,"United States, Canada",ES_1144826_GRS-14-24-P_051820211639446_3073739
2740428,United Chargers Inc.,United Chargers Inc,GR1-14-24-PB,GR1-14-24-PB,",GR1-14-24-AB,; ,GR1-14-24-P,; ,GR1-14-24-PC,; ,GR1-6-24-AB,; ,GR1-6-24-P,",,Level 2,40,240,9.6,0,24,16,,,No,,,,,,,,,No,None,0.8,4,0.33,0.86,4,0.33,3.44,20,0.43,97.06,55.32,15.9,4.2,,,,,,,,,,,,,,11/21/2023,11/21/2023,"United States, Canada",ES_1144826_GR1-14-24-PB_11092023193468_2697669
2470925,Universal EV LLC,Universal EV LLC,NKR-AC002,NKR-AC002,,,Level 2,96,240,23.04,2,18,8,10.8,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",2.93,3.84,0.11,3.04,3.84,0.11,6.69,42.24,0.24,25.56,79.36,142.52,266.75,,,,,,,,,,,,,,04/28/2023,04/28/2023,"United States, Canada",ES_1148991_NKR-AC002_04242023103423_9667627
2502091,Wall Box Chargers S.L.,WALLBOX,PUP2-U-1-6-C-002,PUP2-U-1-6-C-002,",PUP2-U-1-5-N-**2,; ,PUP2-U-1-5-N-002,; ,PUP2-U-1-6-C-**2,",,Level 2,48,240,11.52,1,24,10,,,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.43,3.6,0.51,3.48,3.6,0.52,4.8,22.8,0.61,144.63,60.09,18.25,5.77,,,,,,,,,,,,,,10/03/2023,10/03/2023,"United States, Canada",ES_1145672  _PUP2-U-1-6-C-002 _051920232203899_4789086
2635845,Wall Box Chargers S.L.,WALLBOX,PUP1-U-1-6-C-002,PUP1-U-1-6-C-002,",PUP1-U-1-5-0-**2,; ,PUP1-U-1-5-0-002,; ,PUP1-U-1-5-C-**2,; ,PUP1-U-1-5-C-002,; ,PUP1-U-1-5-G-**2,; ,PUP1-U-1-5-G-002,; ,PUP1-U-1-5-N-**2,; ,PUP1-U-1-5-N-002,; ,PUP1-U-1-6-0-**2,; ,PUP1-U-1-6-0-002,; ,PUP1-U-1-6-C-**2,",,Level 2,48,240,11.52,1,25,18,,,No,No,,,,,,None,,Yes,Wi-Fi or Gigabit Ethernet,4.16,5,0.41,4.2,5,0.41,5,24.2,0.46,145.81,64.47,17.87,6.5,,,,,,,,,,,,,,10/03/2023,10/03/2023,"United States, Canada",ES_1145672  _PUP1-U-1-6-C-002_080820232340208_4784509
3417687,Wall Box Chargers S.L.,WALLBOX,Pulsar Pro,PUP3-*1-1-6-C-*2,"Pulsar Pro,PUP3-*1-1-5-N-*2,",,Level 2,48,240,11.52,1,25,9,,,No,No,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID)",,Yes,Wi-Fi or Gigabit Ethernet,5.67,7.5,0.49,5.83,7.5,0.5,6.73,26.7,0.54,134.77,56.73,19.49,7.58,,,,,,,,,,,,,,03/04/2024,03/04/2024,"United States, Canada",ES_1145672_PUP3-*1-1-6-C-*2_030420241439335_5696215
2403102,"Wanbang Digital Energy Co., Ltd",Star Charge,DH-AC0070XG74-N,DH-AC0070XG74-N,",DH-AC0070XG74-O,",,Level 2,32,240,7.68,1,16,10,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.02,3.6,0.18,3.51,3.6,0.2,7.52,16.4,0.34,65,52,18,15,,,,,,,,,,,,,,10/14/2022,10/14/2022,"United States, Canada",ES_1147500_DH-AC0070XG74-N_10122022102712_4841729
2403103,"Wanbang Digital Energy Co., Ltd",Star Charge,DH-AC0096XG74-O,DH-AC0096XG74-O,,,Level 2,40,240,9.6,1,16,9,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.04,3.6,0.19,3.58,3.6,0.2,7.43,19.6,0.32,65,44,50,9,,,,,,,,,,,,,,10/14/2022,10/14/2022,"United States, Canada",ES_1147500_DH-AC0096XG74-O_10122022103123_1352502
2403104,"Wanbang Digital Energy Co., Ltd",Star Charge,DH-AC0115XG74-N,DH-AC0115XG74-N,,,Level 2,48,240,11.52,1,16,9,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.12,3.6,0.17,3.58,3.6,0.2,7.49,22.8,0.32,119,48,18,10,,,,,,,,,,,,,,10/14/2022,10/14/2022,"United States, Canada",ES_1147500_DH-AC0115XG74-N_10122022103511_3212396
2669156,"Wanbang Digital Energy Co., Ltd",Star Charge,AC0192AN0300703##,AC0192AN0300703##,",AC0076AN0300602##,; ,AC0076AN0300603##,; ,AC0076AN0300702##,; ,AC0076AN0300703##,; ,AC0076AN0301502##,; ,AC0076AN0301503##,; ,AC0076AN0301602##,; ,AC0076AN0301603##,; ,AC0096AN0300602##,; ,AC0096AN0300603##,; ,AC0096AN0300702##,; ,AC0096AN0300703##,; ,AC0096AN0301502##,; ,AC0096AN0301503##,; ,AC0096AN0301602##,; ,AC0096AN0301603##,; ,AC0115AN0300602##,; ,AC0115AN0300603##,; ,AC0115AN0300703##,; ,AC0120AN0300602##,; ,AC0120AN0300603##,; ,AC0120AN0300702##,; ,AC0120AN0300702##,; ,AC0120AN0300703##,; ,AC0192AN0300602##,; ,AC0192AN0300603##,; ,AC0192AN0300702##,",,Level 2,80,240,19.2,1,25,8,7.93,41.46,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,4.7,7.32,0.05,4.81,7.32,0.05,6.38,39.32,0.07,333.22,52.89,21.32,6.99,,,,,,,,,,,,,,09/27/2023,09/27/2023,"United States, Canada",ES_1147500_AC0192AN0300703##_09252023170803_5272027
2669157,"Wanbang Digital Energy Co., Ltd",Star Charge,AC0192AN0300403##,AC0192AN0300403##,",AC0076AN0300002##,; ,AC0076AN0300003##,; ,AC0076AN0300102##,; ,AC0076AN0300103##,; ,AC0076AN0300302##,; ,AC0076AN0300303##,; ,AC0076AN0300402##,; ,AC0076AN0300403##,; ,AC0076AN0300902##,; ,AC0076AN0300903##,; ,AC0076AN0301002##,; ,AC0076AN0301003##,; ,AC0076AN0301202##,; ,AC0076AN0301203##,; ,AC0076AN0301302##,; ,AC0076AN0301303##,; ,AC0096AN0300002##,; ,AC0096AN0300003##,; ,AC0096AN0300102##,; ,AC0096AN0300103##,; ,AC0096AN0300302##,; ,AC0096AN0300303##,; ,AC0096AN0300402##,; ,AC0096AN0300403##,; ,AC0096AN0300902##,; ,AC0096AN0300903##,; ,AC0096AN0301002##,; ,AC0096AN0301003##,; ,AC0096AN0301202##,; ,AC0096AN0301203##,; ,AC0096AN0301302##,; ,AC0096AN0301303##,; ,AC0115AN0300002##,; ,AC0115AN0300003##,; ,AC0115AN0300102##,; ,AC0115AN0300103##,; ,AC0115AN0300302##,; ,AC0115AN0300303##,; ,AC0115AN0300402##,; ,AC0115AN0300403##,; ,AC0120AN0300002##,; ,AC0120AN0300003##,; ,AC0120AN0300102##,; ,AC0120AN0300103##,; ,AC0120AN0300302##,; ,AC0120AN0300303##,; ,AC0120AN0300402##,; ,AC0120AN0300403##,; ,AC0192AN0300002##,; ,AC0192AN0300003##,; ,AC0192AN0300102##,; ,AC0192AN0300103##,; ,AC0192AN0300302##,; ,AC0192AN0300303##,; ,AC0192AN0300402##,",,Level 2,80,240,19.2,1,25,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.83,6.5,0.04,4.41,6.5,0.05,6.91,38.5,0.07,332.57,49.82,16.49,7.3,,,,,,,,,,,,,,09/27/2023,09/27/2023,"United States, Canada",ES_1147500_AC0192AN0300403##_09252023165929_5602228
2732210,Xeal Energy,Xeal Energy,Xeal-32A,Xeal-32A,,,Level 2,32,240,7.68,1,25,10,,,No,,,,SAE J1772,,,Radio Frequency Identification (RFID),,No,None,2.88,5.5,0.44,2.93,5.5,0.32,5.84,24.7,0.67,5.52,5.55,5.87,5.88,,,,,,,,,,,,,,11/02/2023,11/02/2023,"United States, Canada",ES_1149080_Xeal-32A_10282023091106_4616968
3388141,"XIAMEN GALAXY CAMPHOL TECHNOLOGY CO., LTD.",Iocharger,IOCAH29-32****#,IOCAH29-32****#,",IOCAH29-40****#,",,Level 2,40,240,9.6,1,25,9,,,No,,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID)",,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",4.17,7.5,0.37,4.21,7.5,0.37,5.89,23.5,0.38,19.2,18,16.2,15.4,,,,,,,,,,,,,,02/02/2024,02/02/2024,"United States, Canada",ES_1150182_IOCAH29-32****#_01312024162551_8032800
3436217,"Zhuhai Tessan Power Technology Co.,Ltd.",CHARCO,CH-EV001W,CH-EV001W,",CH-EV101W,",,Level 2,40,240,9.6,1,25,8,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",3.91,6.5,0.24,4.21,6.5,0.25,4.81,22.5,0.27,118,70,18,31,,,,,,,,,,,,,,04/12/2024,04/12/2024,"United States, Canada",ES_1150016_CH-EV001W_02272024190125_8456325
3436429,"Zhuhai Tessan Power Technology Co.,Ltd.",TESSAN,CH-EV201W,CH-EV201W,,,Level 2,48,240,11.52,1,25,8,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",3.47,6.5,0.21,3.52,6.5,0.22,4.13,25.7,0.24,129,55,22,23,,,,,,,,,,,,,,04/15/2024,04/15/2024,"United States, Canada",ES_1150016_CH-EV201W_03212024133614_756494
3436430,"Zhuhai Tessan Power Technology Co.,Ltd.",CHARCO,CH-EV201W,CH-EV201W,,,Level 2,48,240,11.52,1,25,8,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",3.47,6.5,0.21,3.52,6.5,0.22,4.13,25.7,0.24,129,55,22,23,,,,,,,,,,,,,,04/15/2024,04/15/2024,"United States, Canada",ES_1150016_CH-EV201W_03212024133614_8362110
2732220,"Zhuzhou Zopoise Technology Co.,Ltd","Zopoise,",ZA05-U007K**-*###,ZA05-U007K**-*###,",ZA10-U007K**-*###,",,Level 2,32,240,7.68,1,25,10,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,1.64,5,0.26,1.72,5,0.26,4.84,17.8,0.37,19.5,19.1,17.3,16.5,,,,,,,,,,,,,,11/03/2023,11/03/2023,"United States, Canada",ES_1149617_ZA05-U007K**-*###_09212023171955_5040246
2732221,"Zhuzhou Zopoise Technology Co.,Ltd","Zopoise,",ZB04-U011K**-*###,ZB04-U011K**-*###,,,Level 2,48,240,11.52,1,25,8,7.93,105.2,No,,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,Yes,Wi-Fi or Gigabit Ethernet,4.54,7.34,0.36,4.59,7.34,0.36,9.24,26.54,0.41,26.6,23.4,19.8,19,,,,,,,,,,,,,,11/03/2023,11/03/2023,"United States, Canada",ES_1149617_ZB04-U011K**-*###_09222023091641_2023584
